visitType,trapFunctioning,fishProcessed,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,counterAtEnd,visitTime,siteName,subSiteName,trapVisitID,includeCatch
continue trapping,not recorded,not recorded,2.2,2.2,NA,2004-04-20T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-21T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2004-04-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-22T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,3.3,NA,2004-04-22T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-23T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2004-04-23T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-25T16:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.75,2.75,NA,2004-04-25T16:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-26T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.9,1.9,NA,2004-04-26T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-27T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2004-04-27T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-28T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2004-04-28T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-29T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2004-04-29T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-04-30T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.8,3.8,NA,2004-04-30T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-01T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.75,3.75,NA,2004-05-01T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-02T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2004-05-02T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-03T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-03T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-04T07:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-04T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-05T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.2,4.2,NA,2004-05-05T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-06T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.5,4.5,NA,2004-05-06T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-07T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.3,2.3,NA,2004-05-07T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-08T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-08T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-09T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4.7,4.7,NA,2004-05-10T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-11T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.2,4.2,NA,2004-05-11T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-12T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-12T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-13T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.75,3.75,NA,2004-05-13T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-14T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-14T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-15T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-15T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-16T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-16T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-17T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-17T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-18T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-18T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-19T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.75,3.75,NA,2004-05-19T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-20T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2004-05-20T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-21T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-22T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-22T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2004-05-23T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-25T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-05-25T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-26T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,5.5,5.5,NA,2004-05-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-27T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.2,4.2,NA,2004-05-27T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-28T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-05-28T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4.5,4.5,NA,2004-05-30T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-30T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-05-31T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.7,3.7,NA,2004-05-31T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-01T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-06-01T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2004-06-02T12:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-02T13:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-03T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.1,4.1,NA,2004-06-03T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-04T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2004-06-04T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-05T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.6,3.6,NA,2004-06-05T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-06T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,3,NA,2004-06-06T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-07T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2004-06-07T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-08T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2004-06-08T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-09T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2004-06-09T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-10T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.7,NA,2004-06-10T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-11T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2004-06-11T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-12T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2004-06-12T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2004-06-13T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2004-06-13T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2004-06-15T12:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2004-06-16T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-05T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.95,2.95,NA,2005-01-05T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-01-05T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-06T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2005-01-06T10:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2005-01-06T10:30:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-07T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.011111111111111,2.011111111111111,NA,2005-01-07T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.09,2.09,NA,2005-01-07T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-08T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2005-01-08T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-09T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-01-09T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-10T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4.444444444444445,4.444444444444445,NA,2005-01-10T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.8125,3.8125,NA,2005-01-10T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-11T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.955555555555556,3.955555555555556,NA,2005-01-11T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,5.77,5.77,NA,2005-01-11T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-12T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,5.4222222222222225,5.4222222222222225,NA,2005-01-12T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,4.18,4.18,NA,2005-01-12T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-13T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.875,2.875,NA,2005-01-13T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.4,3.4,NA,2005-01-13T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-14T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.04,2.04,NA,2005-01-14T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.155555555555556,2.155555555555556,NA,2005-01-14T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-15T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-15T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-15T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-16T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.8818181818181816,1.8818181818181816,NA,2005-01-16T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.1375,2.1375,NA,2005-01-16T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-17T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.03125,2.03125,NA,2005-01-17T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.175,2.175,NA,2005-01-17T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-18T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-18T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-18T08:30:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-19T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.142857142857143,2.142857142857143,NA,2005-01-19T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.107142857142857,2.107142857142857,NA,2005-01-19T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-20T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.0571428571428574,2.0571428571428574,NA,2005-01-20T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.0375,2.0375,NA,2005-01-20T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-21T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.025,2.025,NA,2005-01-21T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.1750000000000003,2.1750000000000003,NA,2005-01-21T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-22T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.055555555555556,2.055555555555556,NA,2005-01-22T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.05,2.05,NA,2005-01-22T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-23T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2005-01-23T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2005-01-23T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-24T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2005-01-24T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2005-01-24T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-25T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-25T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-01-25T08:00:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-26T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.3875,2.3875,NA,2005-01-26T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.3333333333333335,2.3333333333333335,NA,2005-01-26T08:30:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,4.3,4.3,NA,2005-01-27T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-01-27T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
end trapping,not recorded,not recorded,4.3,4.3,NA,2005-01-27T07:30:00Z,parrot-phelan,pp rst 2,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-02-03T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-02-04T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2005-02-04T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-02-05T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-02-05T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-02-06T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-02-06T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-02-07T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-02-07T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-04T07:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2005-11-09T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-10T07:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-11-10T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-11-11T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-11T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-12T09:05:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-11-12T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-13T09:05:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-11-13T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2005-11-14T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2005-11-14T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2005-11-15T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.1,2.1,NA,2005-11-16T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-11-17T07:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2005-11-18T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-11-19T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.3,3.3,NA,2005-11-20T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2005-11-21T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2005-11-22T07:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2005-11-23T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2005-11-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2005-11-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-11-27T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-11-28T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-11-29T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2005-11-30T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-12-04T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-12-05T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-12-06T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.6,3.6,NA,2005-12-07T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-12-08T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-12-09T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-12-10T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2005-12-11T08:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2005-12-12T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2005-12-13T07:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2005-12-14T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.25,3.25,NA,2005-12-15T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2005-12-16T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2005-12-17T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.75,3.75,NA,2005-12-18T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2006-01-06T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2006-01-06T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2006-01-07T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2006-01-07T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2006-01-08T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
